InvoiceNo,StockCode,Description,Quantity,InvoiceDate,UnitPrice,CustomerID,Country,TotalPrice,Year,Month,Day,Hour
542149,22212,FOUR HOOK  WHITE LOVEBIRDS,1,2011-01-26 10:17:00,2.1,17811,United Kingdom,2.1,2011,1,Wednesday,10
560650,22970,LONDON BUS COFFEE MUG,2,2011-07-20 11:38:00,2.55,15529,United Kingdom,5.1,2011,7,Wednesday,11
544460,22804,CANDLEHOLDER PINK HANGING HEART,3,2011-02-20 14:01:00,2.95,16931,United Kingdom,8.850000000000001,2011,2,Sunday,14
547670,22361,GLASS JAR DAISY FRESH COTTON WOOL,1,2011-03-24 13:41:00,2.95,16769,United Kingdom,2.95,2011,3,Thursday,13
567865,23508,MINI PLAYING CARDS DOLLY GIRL ,20,2011-09-22 14:11:00,0.42,17311,United Kingdom,8.4,2011,9,Thursday,14
570374,22555,PLASTERS IN TIN STRONGMAN,2,2011-10-10 12:34:00,1.65,14719,United Kingdom,3.3,2011,10,Monday,12
572461,84559A,3D SHEET OF DOG STICKERS,1,2011-10-24 12:56:00,0.85,17344,United Kingdom,0.85,2011,10,Monday,12
556484,22403,MAGNETS PACK OF 4 VINTAGE LABELS ,2,2011-06-12 13:17:00,1.25,16938,United Kingdom,2.5,2011,6,Sunday,13
572528,21123,SET/10 IVORY POLKADOT PARTY CANDLES,1,2011-10-24 15:43:00,1.25,13176,United Kingdom,1.25,2011,10,Monday,15
577057,22572,ROCKING HORSE GREEN CHRISTMAS ,1,2011-11-17 14:26:00,0.85,12748,United Kingdom,0.85,2011,11,Thursday,14
543622,22710,WRAP I LOVE LONDON ,25,2011-02-10 14:59:00,0.42,17334,United Kingdom,10.5,2011,2,Thursday,14
544643,84378,SET OF 3 HEART COOKIE CUTTERS,12,2011-02-22 11:43:00,1.25,13038,United Kingdom,15.0,2011,2,Tuesday,11
570479,22630,DOLLY GIRL LUNCH BOX,3,2011-10-10 16:58:00,1.95,17589,United Kingdom,5.85,2011,10,Monday,16
580103,22379,RECYCLING BAG RETROSPOT ,5,2011-12-01 15:12:00,2.1,16242,United Kingdom,10.5,2011,12,Thursday,15
567799,21181,PLEASE ONE PERSON METAL SIGN,12,2011-09-22 12:01:00,2.1,13089,United Kingdom,25.200000000000003,2011,9,Thursday,12
554326,48188,DOORMAT WELCOME PUPPIES,1,2011-05-23 16:32:00,7.95,13737,United Kingdom,7.95,2011,5,Monday,16
569332,23208,LUNCH BAG VINTAGE LEAF DESIGN,2,2011-10-03 13:46:00,1.65,12637,France,3.3,2011,10,Monday,13
558571,22616,PACK OF 12 LONDON TISSUES ,48,2011-06-30 14:46:00,0.29,17017,United Kingdom,13.919999999999998,2011,6,Thursday,14
542422,20685,DOORMAT RED RETROSPOT,1,2011-01-27 19:33:00,7.95,14702,United Kingdom,7.95,2011,1,Thursday,19
545583,21931,JUMBO STORAGE BAG SUKI,10,2011-03-04 09:08:00,1.95,12553,France,19.5,2011,3,Friday,9
581579,22993,SET OF 4 PANTRY JELLY MOULDS,12,2011-12-09 12:19:00,1.25,17581,United Kingdom,15.0,2011,12,Friday,12
578901,22802,FAUX FUR CHOCOLATE THROW,1,2011-11-27 11:47:00,19.95,17812,United Kingdom,19.95,2011,11,Sunday,11
573492,90161A,ANT COPPER RED BOUDICCA BRACELET,1,2011-10-31 11:57:00,4.95,13544,United Kingdom,4.95,2011,10,Monday,11
547860,22291,HANGING CHICK CREAM DECORATION,6,2011-03-27 12:21:00,1.45,17625,United Kingdom,8.7,2011,3,Sunday,12
572242,23311,VINTAGE CHRISTMAS STOCKING ,12,2011-10-21 15:36:00,2.55,15677,United Kingdom,30.599999999999998,2011,10,Friday,15
574732,22633,HAND WARMER UNION JACK,12,2011-11-06 15:11:00,2.1,13523,United Kingdom,25.200000000000003,2011,11,Sunday,15
538080,22791,T-LIGHT GLASS FLUTED ANTIQUE,24,2010-12-09 14:28:00,1.25,17646,United Kingdom,30.0,2010,12,Thursday,14
577774,22619,SET OF 6 SOLDIER SKITTLES,5,2011-11-21 15:57:00,3.75,16712,United Kingdom,18.75,2011,11,Monday,15
559421,20677,PINK POLKADOT BOWL,8,2011-07-08 11:55:00,1.25,12648,Germany,10.0,2011,7,Friday,11
541489,22168,ORGANISER WOOD ANTIQUE WHITE ,1,2011-01-18 13:38:00,8.5,15023,United Kingdom,8.5,2011,1,Tuesday,13
561900,23297,SET 40 HEART SHAPE PETIT FOUR CASES,8,2011-07-31 15:31:00,1.65,16655,United Kingdom,13.2,2011,7,Sunday,15
543124,22752,SET 7 BABUSHKA NESTING BOXES,1,2011-02-03 14:15:00,8.5,15311,United Kingdom,8.5,2011,2,Thursday,14
566193,21174,POTTERING IN THE SHED METAL SIGN,12,2011-09-09 13:37:00,2.08,14961,United Kingdom,24.96,2011,9,Friday,13
576073,22096,PINK PAISLEY SQUARE TISSUE BOX ,6,2011-11-13 16:13:00,0.39,16930,United Kingdom,2.34,2011,11,Sunday,16
569894,21915,RED  HARMONICA IN BOX ,4,2011-10-06 15:53:00,1.25,15707,United Kingdom,5.0,2011,10,Thursday,15
561915,21811,HANGING HEART WITH BELL,48,2011-08-01 11:23:00,1.25,14408,United Kingdom,60.0,2011,8,Monday,11
558389,22423,REGENCY CAKESTAND 3 TIER,1,2011-06-29 10:18:00,12.75,14383,United Kingdom,12.75,2011,6,Wednesday,10
577597,21499,BLUE POLKADOT WRAP,25,2011-11-21 08:19:00,0.42,16366,United Kingdom,10.5,2011,11,Monday,8
553463,23173,REGENCY TEAPOT ROSES ,2,2011-05-17 11:02:00,9.95,13488,United Kingdom,19.9,2011,5,Tuesday,11
540288,47590A,BLUE HAPPY BIRTHDAY BUNTING,1,2011-01-06 12:45:00,5.45,17634,United Kingdom,5.45,2011,1,Thursday,12
556580,22839,3 TIER CAKE TIN GREEN AND CREAM,2,2011-06-13 14:20:00,14.95,17719,United Kingdom,29.9,2011,6,Monday,14
569638,22950,36 DOILIES VINTAGE CHRISTMAS,12,2011-10-05 12:15:00,1.45,16140,United Kingdom,17.4,2011,10,Wednesday,12
538171,22666,RECIPE BOX PANTRY YELLOW DESIGN,1,2010-12-09 20:01:00,2.95,17530,United Kingdom,2.95,2010,12,Thursday,20
565088,23293,SET OF 12 FAIRY CAKE BAKING CASES,8,2011-09-01 10:11:00,0.83,16145,United Kingdom,6.64,2011,9,Thursday,10
540642,85049G,CHOCOLATE BOX RIBBONS ,12,2011-01-10 13:22:00,1.25,12681,France,15.0,2011,1,Monday,13
548711,22441,GROW YOUR OWN BASIL IN ENAMEL MUG,1,2011-04-03 14:24:00,2.1,18116,United Kingdom,2.1,2011,4,Sunday,14
572675,22732,3D VINTAGE CHRISTMAS STICKERS ,4,2011-10-25 13:20:00,1.25,17917,United Kingdom,5.0,2011,10,Tuesday,13
569556,23534,STOP FOR TEA WALL ART,3,2011-10-05 08:50:00,5.95,14936,Channel Islands,17.85,2011,10,Wednesday,8
577530,85123A,WHITE HANGING HEART T-LIGHT HOLDER,12,2011-11-20 13:48:00,2.95,14950,United Kingdom,35.400000000000006,2011,11,Sunday,13
558390,22386,JUMBO BAG PINK POLKADOT,20,2011-06-29 10:23:00,2.08,13461,United Kingdom,41.6,2011,6,Wednesday,10
543555,22663,JUMBO BAG DOLLY GIRL DESIGN,10,2011-02-10 10:18:00,1.95,17686,United Kingdom,19.5,2011,2,Thursday,10
553852,22755,SMALL PURPLE BABUSHKA NOTEBOOK ,12,2011-05-19 13:05:00,0.85,15599,United Kingdom,10.2,2011,5,Thursday,13
547107,22483,RED GINGHAM TEDDY BEAR ,1,2011-03-21 11:34:00,2.95,17315,United Kingdom,2.95,2011,3,Monday,11
555587,21175,GIN + TONIC DIET METAL SIGN,12,2011-06-06 09:13:00,2.55,15687,United Kingdom,30.599999999999998,2011,6,Monday,9
568909,23431,NATURAL HANGING QUILTED HEARTS ,12,2011-09-29 13:38:00,0.83,16818,United Kingdom,9.959999999999999,2011,9,Thursday,13
567968,22142,CHRISTMAS CRAFT WHITE FAIRY ,12,2011-09-23 09:44:00,1.45,12546,Spain,17.4,2011,9,Friday,9
558862,22749,FELTCRAFT PRINCESS CHARLOTTE DOLL,8,2011-07-04 12:25:00,3.75,13901,United Kingdom,30.0,2011,7,Monday,12
579533,85123A,WHITE HANGING HEART T-LIGHT HOLDER,12,2011-11-30 09:24:00,2.95,12953,United Kingdom,35.400000000000006,2011,11,Wednesday,9
557630,85099B,JUMBO BAG RED RETROSPOT,10,2011-06-21 14:53:00,2.08,13178,United Kingdom,20.8,2011,6,Tuesday,14
564650,23190,BUNDLE OF 3 SCHOOL EXERCISE BOOKS  ,48,2011-08-26 14:17:00,1.45,14646,Netherlands,69.6,2011,8,Friday,14
578901,22585,PACK OF 6 BIRDY GIFT TAGS,1,2011-11-27 11:47:00,1.25,17812,United Kingdom,1.25,2011,11,Sunday,11
562370,21906,PHARMACIE FIRST AID TIN,2,2011-08-04 14:20:00,6.75,12626,Germany,13.5,2011,8,Thursday,14
565583,22494,EMERGENCY FIRST AID TIN ,12,2011-09-05 12:41:00,1.25,12816,Poland,15.0,2011,9,Monday,12
557639,22569,FELTCRAFT CUSHION BUTTERFLY,1,2011-06-21 16:13:00,3.75,12933,United Kingdom,3.75,2011,6,Tuesday,16
544664,22698,PINK REGENCY TEACUP AND SAUCER,6,2011-02-22 14:55:00,2.95,16045,United Kingdom,17.700000000000003,2011,2,Tuesday,14
542746,21034,REX CASH+CARRY JUMBO SHOPPER,2,2011-01-31 16:48:00,0.95,15881,United Kingdom,1.9,2011,1,Monday,16
563571,22994,TRAVEL CARD WALLET RETROSPOT,2,2011-08-17 14:58:00,0.42,15541,United Kingdom,0.84,2011,8,Wednesday,14
581578,23515,EMBROIDERED RIBBON REEL DAISY ,6,2011-12-09 12:16:00,2.08,12713,Germany,12.48,2011,12,Friday,12
541279,84050,PINK HEART SHAPE EGG FRYING PAN,12,2011-01-17 11:55:00,1.65,18223,United Kingdom,19.799999999999997,2011,1,Monday,11
572096,21928,JUMBO BAG SCANDINAVIAN BLUE PAISLEY,3,2011-10-20 15:20:00,2.08,16813,United Kingdom,6.24,2011,10,Thursday,15
570699,22349,DOG BOWL CHASING BALL DESIGN,6,2011-10-12 09:20:00,3.75,15421,United Kingdom,22.5,2011,10,Wednesday,9
551305,21096,SET/6 FRUIT SALAD  PAPER PLATES,24,2011-04-27 14:58:00,0.39,16145,United Kingdom,9.36,2011,4,Wednesday,14
559460,22900,SET 2 TEA TOWELS I LOVE LONDON ,6,2011-07-08 13:00:00,3.25,13862,United Kingdom,19.5,2011,7,Friday,13
562101,23165,LARGE CERAMIC TOP STORAGE JAR,12,2011-08-02 14:04:00,1.65,13850,United Kingdom,19.799999999999997,2011,8,Tuesday,14
557067,22046,TEA PARTY  WRAPPING PAPER ,25,2011-06-16 15:12:00,0.42,13098,United Kingdom,10.5,2011,6,Thursday,15
540473,21199,PINK  HEART CONFETTI IN TUBE,2,2011-01-07 14:31:00,1.65,17284,United Kingdom,3.3,2011,1,Friday,14
546392,82494L,WOODEN FRAME ANTIQUE WHITE ,4,2011-03-11 14:15:00,2.95,14587,United Kingdom,11.8,2011,3,Friday,14
556219,22630,DOLLY GIRL LUNCH BOX,12,2011-06-09 14:19:00,1.95,17731,United Kingdom,23.4,2011,6,Thursday,14
574069,22578,WOODEN STAR CHRISTMAS SCANDINAVIAN,24,2011-11-02 14:52:00,0.29,17735,United Kingdom,6.959999999999999,2011,11,Wednesday,14
567093,22349,DOG BOWL CHASING BALL DESIGN,6,2011-09-16 12:50:00,3.75,17144,United Kingdom,22.5,2011,9,Friday,12
556685,23335,EGG FRYING PAN IVORY ,6,2011-06-14 10:00:00,2.08,14503,United Kingdom,12.48,2011,6,Tuesday,10
573332,22178,VICTORIAN GLASS HANGING T-LIGHT,12,2011-10-30 11:28:00,1.95,15059,United Kingdom,23.4,2011,10,Sunday,11
560491,20725,LUNCH BAG RED RETROSPOT,1,2011-07-19 10:51:00,1.65,12415,Australia,1.65,2011,7,Tuesday,10
576650,22734,SET OF 6 RIBBONS VINTAGE CHRISTMAS,12,2011-11-16 10:34:00,2.89,14286,United Kingdom,34.68,2011,11,Wednesday,10
554098,22728,ALARM CLOCK BAKELIKE PINK,3,2011-05-22 13:01:00,3.75,14769,United Kingdom,11.25,2011,5,Sunday,13
560536,21755,LOVE BUILDING BLOCK WORD,3,2011-07-19 12:15:00,5.95,16626,United Kingdom,17.85,2011,7,Tuesday,12
574100,85099B,JUMBO BAG RED RETROSPOT,1,2011-11-03 10:13:00,2.08,14098,United Kingdom,2.08,2011,11,Thursday,10
581433,22697,GREEN REGENCY TEACUP AND SAUCER,6,2011-12-08 15:54:00,2.95,14911,EIRE,17.700000000000003,2011,12,Thursday,15
541683,85216,ASSORTED CAKES FRIDGE MAGNETS,12,2011-01-20 15:01:00,0.65,14085,United Kingdom,7.800000000000001,2011,1,Thursday,15
561189,23020,GLASS  SONGBIRD STORAGE JAR,2,2011-07-25 13:28:00,12.5,16557,United Kingdom,25.0,2011,7,Monday,13
553710,22629,SPACEBOY LUNCH BOX ,2,2011-05-18 15:35:00,1.95,17338,United Kingdom,3.9,2011,5,Wednesday,15
543734,22917,HERB MARKER ROSEMARY,12,2011-02-11 12:22:00,0.65,17512,United Kingdom,7.800000000000001,2011,2,Friday,12
561093,21340,CLASSIC METAL BIRDCAGE PLANT HOLDER,8,2011-07-25 10:01:00,9.95,12540,Spain,79.6,2011,7,Monday,10
539728,22523,CHILDS GARDEN FORK PINK,12,2010-12-21 14:26:00,0.85,16270,United Kingdom,10.2,2010,12,Tuesday,14
536632,22477,WATERING CAN GARDEN MARKER,10,2010-12-02 11:02:00,1.25,14388,United Kingdom,12.5,2010,12,Thursday,11
563216,79321,CHILLI LIGHTS,3,2011-08-14 13:14:00,5.75,17841,United Kingdom,17.25,2011,8,Sunday,13
549576,85066,CREAM SWEETHEART MINI CHEST,2,2011-04-11 08:14:00,12.75,17069,United Kingdom,25.5,2011,4,Monday,8
580305,23214,JINGLE BELL HEART ANTIQUE GOLD,2,2011-12-02 14:26:00,2.08,12970,United Kingdom,4.16,2011,12,Friday,14
548257,21080,SET/20 RED RETROSPOT PAPER NAPKINS ,96,2011-03-30 10:54:00,0.72,13802,United Kingdom,69.12,2011,3,Wednesday,10
536973,85061W,WHITE JEWELLED HEART DECORATION,48,2010-12-03 13:43:00,0.85,17787,United Kingdom,40.8,2010,12,Friday,13
541119,21912,VINTAGE SNAKES & LADDERS,4,2011-01-14 08:16:00,3.75,16493,United Kingdom,15.0,2011,1,Friday,8
536989,21539,RED RETROSPOT BUTTER DISH,1,2010-12-03 15:10:00,4.95,17238,United Kingdom,4.95,2010,12,Friday,15
552121,22819,"BIRTHDAY CARD, RETRO SPOT",12,2011-05-06 11:40:00,0.42,15757,United Kingdom,5.04,2011,5,Friday,11
543591,22423,REGENCY CAKESTAND 3 TIER,16,2011-02-10 11:46:00,10.95,13854,United Kingdom,175.2,2011,2,Thursday,11
539293,48111,DOORMAT 3 SMILEY CATS,2,2010-12-16 16:42:00,7.95,18223,United Kingdom,15.9,2010,12,Thursday,16
561093,22715,CARD WEDDING DAY,24,2011-07-25 10:01:00,0.42,12540,Spain,10.08,2011,7,Monday,10
564356,23285,PINK VINTAGE SPOT BEAKER,4,2011-08-24 15:47:00,0.85,13969,United Kingdom,3.4,2011,8,Wednesday,15
571547,23484,HEART TRELLISTRIPLE T-LIGHT HOLDER,24,2011-10-18 07:43:00,2.49,17679,United Kingdom,59.760000000000005,2011,10,Tuesday,7
545226,84569B,PACK 3 FIRE ENGINE/CAR PATCHES,12,2011-03-01 09:33:00,1.25,12428,Finland,15.0,2011,3,Tuesday,9
570488,23308,SET OF 60 VINTAGE LEAF CAKE CASES ,1,2011-10-10 17:12:00,1.25,14096,United Kingdom,1.25,2011,10,Monday,17
548171,21094,SET/6 RED SPOTTY PAPER PLATES,96,2011-03-29 13:58:00,0.64,16422,United Kingdom,61.44,2011,3,Tuesday,13
561894,M,Manual,36,2011-07-31 15:00:00,0.08,14456,United Kingdom,2.88,2011,7,Sunday,15
562131,23201,JUMBO BAG ALPHABET,10,2011-08-03 09:30:00,2.08,18178,United Kingdom,20.8,2011,8,Wednesday,9
566624,71053,WHITE METAL LANTERN,4,2011-09-14 09:36:00,3.75,17315,United Kingdom,15.0,2011,9,Wednesday,9
581149,22232,JIGSAW TOADSTOOLS 3 PIECE,8,2011-12-07 14:12:00,0.59,15471,United Kingdom,4.72,2011,12,Wednesday,14
581334,22371,AIRLINE BAG VINTAGE TOKYO 78,1,2011-12-08 12:07:00,4.25,17841,United Kingdom,4.25,2011,12,Thursday,12
559557,22899,CHILDREN'S APRON DOLLY GIRL ,6,2011-07-11 10:33:00,2.1,17444,Canada,12.600000000000001,2011,7,Monday,10
565445,22863,SOAP DISH BROCANTE,1,2011-09-04 14:50:00,2.95,13548,United Kingdom,2.95,2011,9,Sunday,14
543754,22698,PINK REGENCY TEACUP AND SAUCER,6,2011-02-11 14:26:00,2.95,18159,United Kingdom,17.700000000000003,2011,2,Friday,14
570818,22355,CHARLOTTE BAG SUKI DESIGN,1,2011-10-12 12:47:00,0.85,17841,United Kingdom,0.85,2011,10,Wednesday,12
547058,21418,STARFISH SOAP DISH,6,2011-03-20 12:44:00,2.55,14232,United Kingdom,15.299999999999999,2011,3,Sunday,12
558358,21509,COWBOYS AND INDIANS BIRTHDAY CARD ,12,2011-06-28 15:05:00,0.42,17965,United Kingdom,5.04,2011,6,Tuesday,15
547652,22348,TEA BAG PLATE RED RETROSPOT,1,2011-03-24 12:15:00,0.85,14606,United Kingdom,0.85,2011,3,Thursday,12
536464,20878,SET/9 CHRISTMAS T-LIGHTS SCENTED ,1,2010-12-01 12:23:00,1.25,17968,United Kingdom,1.25,2010,12,Wednesday,12
561020,85099C,JUMBO  BAG BAROQUE BLACK WHITE,6,2011-07-22 17:21:00,2.08,13563,United Kingdom,12.48,2011,7,Friday,17
572025,35599D,PINK AND WHITE CHRISTMAS TREE 120CM,6,2011-10-20 11:30:00,1.95,17651,United Kingdom,11.7,2011,10,Thursday,11
562711,21929,JUMBO BAG PINK VINTAGE PAISLEY,1,2011-08-08 14:53:00,2.08,16788,United Kingdom,2.08,2011,8,Monday,14
562844,22848,BREAD BIN DINER STYLE PINK,2,2011-08-10 08:41:00,16.95,12444,Norway,33.9,2011,8,Wednesday,8
564065,22937,BAKING MOULD CHOCOLATE CUPCAKES,6,2011-08-22 15:05:00,2.55,15150,United Kingdom,15.299999999999999,2011,8,Monday,15
549238,21326,AGED GLASS SILVER T-LIGHT HOLDER,12,2011-04-07 11:30:00,0.65,14667,United Kingdom,7.800000000000001,2011,4,Thursday,11
579196,35648,VINTAGE BEAD PINK PURSE ,2,2011-11-28 15:54:00,1.63,14096,United Kingdom,3.26,2011,11,Monday,15
564375,22717,CARD DOG AND BALL ,12,2011-08-25 10:16:00,0.42,13078,United Kingdom,5.04,2011,8,Thursday,10
563576,21843,RED RETROSPOT CAKE STAND,2,2011-08-17 15:06:00,10.95,12748,United Kingdom,21.9,2011,8,Wednesday,15
578033,22727,ALARM CLOCK BAKELIKE RED ,4,2011-11-22 13:42:00,3.75,12656,France,15.0,2011,11,Tuesday,13
574084,23300,GARDENERS KNEELING PAD CUP OF TEA ,6,2011-11-02 17:09:00,1.65,14528,United Kingdom,9.899999999999999,2011,11,Wednesday,17
559362,85049C,ROMANTIC PINKS RIBBONS ,12,2011-07-08 08:43:00,1.25,12635,Germany,15.0,2011,7,Friday,8
567462,85123A,WHITE HANGING HEART T-LIGHT HOLDER,3,2011-09-20 12:35:00,2.95,14446,United Kingdom,8.850000000000001,2011,9,Tuesday,12
557857,22805,BLUE DRAWER KNOB ACRYLIC EDWARDIAN,12,2011-06-23 11:50:00,1.25,17370,United Kingdom,15.0,2011,6,Thursday,11
576657,23247,BISCUIT TIN 50'S CHRISTMAS,12,2011-11-16 11:03:00,2.89,12720,Germany,34.68,2011,11,Wednesday,11
549099,21164,HOME SWEET HOME METAL SIGN ,1,2011-04-06 11:07:00,2.95,16241,United Kingdom,2.95,2011,4,Wednesday,11
555009,84947,ANTIQUE SILVER TEA GLASS ENGRAVED,12,2011-05-31 10:32:00,1.25,17340,United Kingdom,15.0,2011,5,Tuesday,10
578858,21889,WOODEN BOX OF DOMINOES,6,2011-11-27 11:22:00,1.25,18145,United Kingdom,7.5,2011,11,Sunday,11
578942,23142,IVORY WIRE KITCHEN ORGANISER,1,2011-11-27 13:29:00,10.4,17288,United Kingdom,10.4,2011,11,Sunday,13
561901,22584,PACK OF 6 PANNETONE GIFT BOXES,288,2011-07-31 15:42:00,2.55,14156,EIRE,734.4,2011,7,Sunday,15
560878,22176,BLUE OWL SOFT TOY,2,2011-07-21 15:16:00,2.95,14410,United Kingdom,5.9,2011,7,Thursday,15
571328,22082,RIBBON REEL STRIPES DESIGN ,10,2011-10-17 11:27:00,1.65,12473,Germany,16.5,2011,10,Monday,11
559109,82494L,WOODEN FRAME ANTIQUE WHITE ,2,2011-07-06 11:52:00,2.95,15021,United Kingdom,5.9,2011,7,Wednesday,11
545978,21080,SET/20 RED RETROSPOT PAPER NAPKINS ,3,2011-03-08 12:19:00,0.85,13975,United Kingdom,2.55,2011,3,Tuesday,12
573501,22634,CHILDS BREAKFAST SET SPACEBOY ,3,2011-10-31 12:02:00,9.95,18055,United Kingdom,29.849999999999998,2011,10,Monday,12
552654,20914,SET/5 RED RETROSPOT LID GLASS BOWLS,1,2011-05-10 14:20:00,2.95,15756,United Kingdom,2.95,2011,5,Tuesday,14
544749,20978,36 PENCILS TUBE SKULLS,1,2011-02-23 10:57:00,1.25,15373,United Kingdom,1.25,2011,2,Wednesday,10
577609,21411,GINGHAM HEART  DOORSTOP RED,3,2011-11-21 09:51:00,4.25,12349,Italy,12.75,2011,11,Monday,9
559821,47563A,RETRO LONGBOARD IRONING BOARD COVER,1,2011-07-12 17:09:00,1.25,16365,United Kingdom,1.25,2011,7,Tuesday,17
566085,84375,SET OF 20 KIDS COOKIE CUTTERS,1,2011-09-09 10:12:00,2.1,17841,United Kingdom,2.1,2011,9,Friday,10
550289,22969,HOMEMADE JAM SCENTED CANDLES,12,2011-04-15 14:32:00,1.45,13880,United Kingdom,17.4,2011,4,Friday,14
573124,84997C,CHILDRENS CUTLERY POLKADOT BLUE,8,2011-10-27 16:24:00,4.15,13654,United Kingdom,33.2,2011,10,Thursday,16
553420,47590A,BLUE HAPPY BIRTHDAY BUNTING,3,2011-05-17 10:14:00,5.45,17519,United Kingdom,16.35,2011,5,Tuesday,10
568917,22383,LUNCH BAG SUKI DESIGN ,10,2011-09-29 14:11:00,1.65,15955,United Kingdom,16.5,2011,9,Thursday,14
541658,21464,DISCO BALL ROTATOR BATTERY OPERATED,1,2011-01-20 12:16:00,4.25,15529,United Kingdom,4.25,2011,1,Thursday,12
545304,21937,STRAWBERRY   PICNIC BAG,5,2011-03-01 12:51:00,2.95,16212,United Kingdom,14.75,2011,3,Tuesday,12
574673,21871,SAVE THE PLANET MUG,3,2011-11-06 12:26:00,1.65,15555,United Kingdom,4.949999999999999,2011,11,Sunday,12
552574,21672,WHITE SPOT RED CERAMIC DRAWER KNOB,96,2011-05-10 12:20:00,1.06,15311,United Kingdom,101.76,2011,5,Tuesday,12
564398,85123A,WHITE HANGING HEART T-LIGHT HOLDER,6,2011-08-25 10:55:00,2.95,18241,United Kingdom,17.700000000000003,2011,8,Thursday,10
554497,23106,ZINC HEARTS PLANT POT HOLDER,8,2011-05-24 14:38:00,2.89,15819,United Kingdom,23.12,2011,5,Tuesday,14
573373,23508,MINI PLAYING CARDS DOLLY GIRL ,1,2011-10-30 13:37:00,0.42,14684,United Kingdom,0.42,2011,10,Sunday,13
564172,22277,COSMETIC BAG VINTAGE ROSE PAISLEY,3,2011-08-23 14:19:00,2.1,16033,United Kingdom,6.300000000000001,2011,8,Tuesday,14
571441,22334,DINOSAUR PARTY BAG + STICKER SET,1,2011-10-17 13:31:00,3.29,14096,United Kingdom,3.29,2011,10,Monday,13
575899,23569,TRADTIONAL ALPHABET STAMP SET,4,2011-11-11 15:13:00,4.95,16133,United Kingdom,19.8,2011,11,Friday,15
562670,22907,PACK OF 20 NAPKINS PANTRY DESIGN,12,2011-08-08 13:42:00,0.85,14911,EIRE,10.2,2011,8,Monday,13
554112,90200D,PINK SWEETHEART BRACELET,1,2011-05-22 14:44:00,4.25,17611,United Kingdom,4.25,2011,5,Sunday,14
561105,21930,JUMBO STORAGE BAG SKULLS,10,2011-07-25 11:36:00,2.08,15218,United Kingdom,20.8,2011,7,Monday,11
567818,85049A,TRADITIONAL CHRISTMAS RIBBONS,4,2011-09-22 12:41:00,1.25,14395,United Kingdom,5.0,2011,9,Thursday,12
571710,23209,LUNCH BAG VINTAGE DOILY ,10,2011-10-18 15:54:00,1.65,13032,United Kingdom,16.5,2011,10,Tuesday,15
549555,22569,FELTCRAFT CUSHION BUTTERFLY,1,2011-04-10 12:52:00,3.75,13606,United Kingdom,3.75,2011,4,Sunday,12
558540,22191,IVORY DINER WALL CLOCK,6,2011-06-30 12:15:00,8.5,17706,United Kingdom,51.0,2011,6,Thursday,12
568657,22095,LADS ONLY TISSUE BOX,1,2011-09-28 12:22:00,0.39,16460,United Kingdom,0.39,2011,9,Wednesday,12
576695,21591,COSY HOUR CIGAR BOX MATCHES ,1,2011-11-16 12:25:00,1.25,16469,United Kingdom,1.25,2011,11,Wednesday,12
579158,22866,HAND WARMER SCOTTY DOG DESIGN,12,2011-11-28 13:53:00,2.1,17188,United Kingdom,25.200000000000003,2011,11,Monday,13
567873,47566,PARTY BUNTING,4,2011-09-22 14:25:00,4.95,13055,United Kingdom,19.8,2011,9,Thursday,14
543040,22441,GROW YOUR OWN BASIL IN ENAMEL MUG,4,2011-02-02 17:06:00,2.1,17337,United Kingdom,8.4,2011,2,Wednesday,17
572767,22423,REGENCY CAKESTAND 3 TIER,16,2011-10-26 10:11:00,10.95,17865,United Kingdom,175.2,2011,10,Wednesday,10
577479,22469,HEART OF WICKER SMALL,12,2011-11-20 11:34:00,1.65,14911,EIRE,19.799999999999997,2011,11,Sunday,11
562045,21880,RED RETROSPOT TAPE,12,2011-08-02 10:33:00,0.65,12644,Germany,7.800000000000001,2011,8,Tuesday,10
555594,23298,SPOTTY BUNTING,3,2011-06-06 10:09:00,4.95,13880,United Kingdom,14.850000000000001,2011,6,Monday,10
569229,23512,EMBROIDERED RIBBON REEL ROSIE,1,2011-10-02 14:56:00,2.08,14502,United Kingdom,2.08,2011,10,Sunday,14
536783,22536,MAGIC DRAWING SLATE PURDEY,48,2010-12-02 15:19:00,0.36,15061,United Kingdom,17.28,2010,12,Thursday,15
548455,20727,LUNCH BAG  BLACK SKULL.,10,2011-03-31 11:49:00,1.65,14790,United Kingdom,16.5,2011,3,Thursday,11
543293,84763,ZINC FINISH 15CM PLANTER POTS,12,2011-02-07 11:20:00,1.25,17613,United Kingdom,15.0,2011,2,Monday,11
547921,23052,RECYCLED ACAPULCO MAT TURQUOISE,2,2011-03-28 13:28:00,8.25,14766,United Kingdom,16.5,2011,3,Monday,13
537137,22494,EMERGENCY FIRST AID TIN ,6,2010-12-05 12:43:00,1.25,16327,United Kingdom,7.5,2010,12,Sunday,12
562460,51014C,"FEATHER PEN,COAL BLACK",12,2011-08-05 11:19:00,0.39,17841,United Kingdom,4.68,2011,8,Friday,11
543631,22625,RED KITCHEN SCALES,1,2011-02-10 16:17:00,8.5,14081,United Kingdom,8.5,2011,2,Thursday,16
554080,22560,TRADITIONAL MODELLING CLAY,6,2011-05-22 11:42:00,1.25,16931,United Kingdom,7.5,2011,5,Sunday,11
